filename,arrival,max_sta_lta,mean_sta_lta,var_sta_lta,mean_amp,max_amp,rms_amp,event_duration,dom_freq,mean_freq,bandwidth
xa.s12.00.mhz.1972-12-02HR00_evid00083,28679.561,4.958286784928574,0.9885047891123865,0.16510112648845976,7.93005160977699e-29,2.6871028379133048e-09,2.328765235728243e-10,219.77358490566039,0.8281264467617869,0.7693890571207667,0.8281264467617869
xa.s12.00.mhz.1972-12-03HR00_evid00084,9479.448,19135.977843232096,1.2573549885476378,1228.5391205163976,9.948692309987876e-29,2.9305535339680365e-09,2.031247682940666e-10,2067.5471698113206,0.8281264467617869,0.7784829945859648,0.8281264467617869
xa.s12.00.mhz.1973-01-18HR00_evid00088,82859.338,4.890909817067102,1.0496264400045594,0.936030473984758,-3.5223618233239954e-29,1.922057638518786e-09,1.3465557598753716e-10,168.22641509433964,0.8308810041665575,0.7807147105293872,0.8308810041665575
xa.s12.00.mhz.1973-01-31HR00_evid00091,2639.405,57.497907760099594,2.741718086680891,66.99885593474441,-1.1030345337140273e-29,1.97974886793712e-09,1.2625199861235817e-10,985.7962264150943,0.8281206596843089,0.7832377375419514,0.8281206596843089
xa.s12.00.mhz.1973-03-01HR00_evid00093,26099.655,4.651594054839093,0.9524999891446491,0.6201173530350207,6.642716565920467e-30,1.7921933304380593e-09,1.4721899231087505e-10,92.64150943396227,0.8281264467617869,0.7826119876583655,0.8281264467617869
xa.s12.00.mhz.1973-03-13HR00_evid00094,28859.528,4.865084802720912,0.9939619254221099,0.5148897026717861,1.1364951311818303e-27,7.865072316575463e-08,2.1710550077568355e-09,350.33962264150944,0.8281201625104416,0.7955884007766736,0.8281201625104416
xa.s12.00.mhz.1973-03-24HR00_evid00097,69779.394,3.97378301570399,0.9977632495329362,0.08127905885526165,6.825259460945103e-29,4.163078660478628e-09,2.5865545997605395e-10,0.0,0.8281264471056141,0.7806420215818843,0.8281264471056141
xa.s12.00.mhz.1973-05-14HR00_evid00104,2639.603,4.993418708017319,1.0269140837773694,0.7817608596683531,-7.135040616476812e-30,5.164025324469726e-09,1.6668808147001138e-10,178.92075471698112,0.8281380204921255,0.7903168865368507,0.8281380204921255
xa.s12.00.mhz.1973-06-05HR00_evid00107,9479.7,4.975734050476425,0.947516117511477,1.4342803781900124,-1.249310799603816e-28,3.549815565568742e-09,1.4897202353681883e-10,150.49056603773585,0.8281206596843089,0.7844137885578041,0.8281206596843089
xa.s12.00.mhz.1973-06-05HR00_evid00108,40199.7,4.975734050476425,0.947516117511477,1.4342803781900124,-1.249310799603816e-28,3.549815565568742e-09,1.4897202353681883e-10,150.49056603773585,0.8281206596843089,0.7844137885578041,0.8281206596843089
xa.s12.00.mhz.1973-06-18HR00_evid00109,6119.868,4.937064500139926,1.0163143106766614,0.7152969101243298,1.4416770751310344e-29,1.637719065820138e-09,1.4156684529346935e-10,150.59622641509435,0.8281221065724698,0.7929627802922633,0.8281221065724698
xa.s12.00.mhz.1973-06-27HR00_evid00112,66959.77,4.9999980077735,1.0100139531939825,0.4679450067741157,-1.1288243311553992e-28,2.6387885735101854e-09,1.8858280833969374e-10,383.7584905660377,0.8281264467617869,0.7763572763890169,0.8281264467617869
xa.s12.00.mhz.1973-07-03HR00_evid00113,65699.468,4.974846086583527,0.9833834716979666,1.1777586059931702,-6.713184459345262e-29,3.804324324645815e-09,1.7862027505728552e-10,145.47169811320754,0.8281206596843089,0.7780158841298093,0.8281206596843089
xa.s12.00.mhz.1973-07-04HR00_evid00114,9959.456,4.999993282514563,0.9854563103069847,1.5926701541087922,3.6128050234236305e-30,2.384473456245816e-09,1.2481659989100587e-10,127.58612294583081,0.8281206596843089,0.7641591165809994,0.8281206596843089
xa.s12.00.mhz.1973-07-20HR00_evid00117,68519.692,4.996079392006694,1.0363376874386345,0.7028517231577001,-2.754653142771906e-30,1.8901150835153986e-09,1.4897931462864136e-10,151.1872278664731,0.8281221065724698,0.7807036434543716,0.8281221065724698
xa.s12.00.mhz.1973-07-28HR00_evid00120,3119.725,27448.885998779737,0.7032698158511975,1405.3175155485405,2.2271813967836863e-28,1.081182631356632e-08,3.927679113019746e-10,131.36268343815513,0.8281206596843089,0.8120126643574359,0.8281206596843089
xa.s12.00.mhz.1973-07-29HR00_evid00121,84659.738,4.921477428248861,0.966448959392001,1.5012605401230101,2.8812120061803455e-29,1.8326443766662186e-09,8.129174198729893e-11,120.37581825182905,0.8281206596843089,0.79448383766202,0.8281206596843089
xa.s12.00.mhz.1973-08-21HR00_evid00127,44219.348,4.996948636477526,1.0400748325833007,0.5541098640636858,8.516949770766821e-29,5.389671965816794e-09,2.5735692672516683e-10,199.06918238993708,0.8281206598056292,0.7513729296678271,0.8281206598056292
xa.s12.00.mhz.1974-01-10HR00_evid00136,84059.771,4.745741210854279,1.0125801014752742,0.2606043347824749,-4.9854706059347284e-29,3.0184164744244305e-09,1.836920693437812e-10,114.51572327044026,0.8281221065724698,0.7892843332308337,0.8281221065724698
xa.s12.00.mhz.1974-02-07HR00_evid00137,22859.646,4.999995609174766,0.8153318686541489,1.2080258417108067,8.331696800678962e-29,8.052019554102816e-09,2.933317833647886e-10,344.69433962264145,0.8281221065724698,0.777353260864692,0.8281221065724698
xa.s12.00.mhz.1974-02-12HR00_evid00138,80999.6,4.971550089490305,0.999179722423822,0.1623962871079884,-4.326182854800497e-29,2.3921343742562947e-08,4.743002649271328e-10,201.09433962264148,0.9181356620633632,0.8156927118537612,0.9181356620633632
xa.s12.00.mhz.1974-03-25HR00_evid00140,61079.402,4.999998404217183,1.0490491949022125,1.1055057234191639,-1.341265581204736e-29,2.4792237900558357e-09,1.2478870260510974e-10,160.62435677530019,0.8281278935690701,0.7699366700461119,0.8281278935690701
xa.s12.00.mhz.1974-04-08HR00_evid00141,31199.466,4.038478180544786,1.0015342275946013,0.15080673497448702,-1.1994177407824325e-28,2.115469093987589e-09,1.8355170250068533e-10,398.33962264150944,0.8281206598056292,0.7813605349853738,0.8281206598056292
xa.s12.00.mhz.1974-04-19HR00_evid00142,66839.432,4.9892930705978475,0.9599722305037863,1.0611495490946294,1.131474938876107e-28,8.374988139617617e-09,3.6018429948241145e-10,149.44985104270108,0.8281221064107088,0.8023181503024844,0.8281221064107088
xa.s12.00.mhz.1974-04-26HR00_evid00144,33479.651,4.999983600468735,0.9975907861830392,0.1507271547911281,-2.7525491066729356e-29,2.8425148824670076e-09,2.1602651801125226e-10,350.5408805031446,0.8281221064107088,0.7640746462717475,0.8281221064107088
xa.s12.00.mhz.1974-04-27HR00_evid00145,51479.354,3.7779087998822596,0.9961727582480956,0.09232604200404808,-2.294179286295944e-29,1.9886003188911864e-09,2.1726870913606122e-10,0.0,0.8281264468022287,0.7796152110635907,0.8281264468022287
xa.s12.00.mhz.1974-06-25HR00_evid00149,1379.476,3.5313930756095684,0.9959205145545998,0.06755508134947034,-2.12512859954229e-28,1.3756070945260945e-09,2.2476518389259517e-10,0.0,0.8281264467011283,0.774084519785664,0.8281264467011283
xa.s12.00.mhz.1974-07-06HR00_evid00150,10619.807,4.356325029305376,1.014134609441179,0.336975796553022,-4.833120621507524e-29,4.658262474103842e-09,2.408201451818992e-10,236.67924528301887,0.8281206598056292,0.7944642099118968,0.8281206598056292
xa.s12.00.mhz.1974-07-06HR00_evid00151,51239.807,4.356325029305376,1.014134609441179,0.336975796553022,-4.833120621507524e-29,4.658262474103842e-09,2.408201451818992e-10,236.67924528301887,0.8281206598056292,0.7944642099118968,0.8281206598056292
xa.s12.00.mhz.1974-07-11HR00_evid00152,3119.641,4.862445456792296,1.016937242956357,0.4515477524897363,6.624749736943977e-29,5.685153966367516e-09,2.4735139023740907e-10,232.26415094339623,0.8281264467213473,0.7619855635965055,0.8281264467213473
xa.s12.00.mhz.1974-07-17HR00_evid00153,43499.774,3.708321809814634,0.998321975454429,0.09250282827598987,9.632170214245016e-29,4.35629849193448e-09,2.7208539946066296e-10,0.0,0.8281264467011283,0.7759879841826924,0.8281264467011283
xa.s12.00.mhz.1974-10-14HR00_evid00156,63779.004,4.988801957653611,0.9864541039083076,0.8926545207335833,-5.768966212936246e-29,5.8919821383318226e-09,2.3253065313270669e-10,132.60774577954322,0.8281221065724698,0.7971544172036233,0.8281221065724698
xa.s12.00.mhz.1975-04-12HR00_evid00191,65699.813,4.838773127152534,1.0054114163072843,0.521538313195809,2.782401161512924e-28,5.288960225117388e-08,1.8374387645486973e-09,299.88679245283015,0.8281264467011283,0.7852828201523522,0.8281264467011283
xa.s12.00.mhz.1975-05-04HR00_evid00192,36299.543,4.946263687696634,0.9924410164508226,0.10959781260165766,3.7502796208909814e-28,1.0345822303385394e-07,3.4375093324889742e-09,665.6603773584906,0.9281884042779925,0.7561738934462554,0.9281884042779925
xa.s12.00.mhz.1975-06-24HR00_evid00196,57779.761,4.989918077227764,1.0128319292262538,0.4172547617867712,9.583826432136738e-29,6.624309821195923e-09,1.9617812451406289e-10,157.97735849056602,0.8281206598056292,0.7902349927729116,0.8281206598056292
xa.s12.00.mhz.1975-06-26HR00_evid00198,12239.458,4.998306974349729,1.0381654941550917,0.7566748555857553,9.175556209567502e-29,2.6128581107014463e-09,1.9273078162005215e-10,184.12830188679246,0.8281264467415668,0.7673219107067528,0.8281264467415668
