filename,arrival,max_sta_lta,max_sta_lta_time,mean_sta_lta,var_sta_lta,max_amp,max_amp_time,min_amp,min_amp_time,mean_amp,rms_amp,event_duration,sta_lta_start_time,sta_lta_end_time
xa.s12.00.mhz.1971-02-09HR00_evid00026,13319.821,2.3741717801473907,68186.716981,0.9899078382792416,0.3692236552282483,3.5400334835573845e-09,13752.754717,-3.4616403599425655e-09,13810.264151,-5.7102141298591144e-21,1.9347375073506853e-10,0.0,,
xa.s12.00.mhz.1971-03-25HR00_evid00028,55079.849,2.3200450345580683,474.716981,0.9965162002864228,0.09058862225420065,3.516500702451046e-09,55824.301887,-3.673143274244737e-09,55745.207547,2.5481639360493537e-22,2.2674458457587223e-10,0.0,,
xa.s12.00.mhz.1971-04-17HR00_evid00030,25439.613,1975.9144469939972,38993.811321,1.35886079407158,753.755764564352,2.1961688223456935e-08,25864.90566,-2.1166756705740998e-08,25864.150943,1.1458384772636551e-20,5.97680243612592e-10,20116.075471698114,38993.811321,59109.886792
xa.s12.00.mhz.1971-05-12HR00_evid00031,29099.288,2.3284543171493937,29328.301887,0.9916413870158344,0.03875856014083316,8.644112939606798e-09,35614.339623,-8.30584582833964e-09,35613.735849,1.129149118263307e-22,4.4183458953337257e-10,0.0,,
xa.s12.00.mhz.1971-05-12HR00_evid00032,35099.288,2.3284543171493937,29328.301887,0.9916413870158344,0.03875856014083316,8.644112939606798e-09,35614.339623,-8.30584582833964e-09,35613.735849,1.129149118263307e-22,4.4183458953337257e-10,0.0,,
xa.s12.00.mhz.1971-05-13HR00_evid00033,10799.817,2.3129357256206418,476.679245,0.9958023066609426,0.041608094995793134,2.8173245115610606e-09,11451.320755,-2.629271830388674e-09,11419.773585,3.5807657875534744e-22,2.210206899743669e-10,0.0,,
xa.s12.00.mhz.1971-05-23HR00_evid00034,80399.498,2.3741751240880773,80624.150943,0.9938929860344716,0.29319531116334174,1.128720840040339e-07,80953.358491,-1.2564912350877475e-07,80952.754717,3.999541768424015e-22,3.983480073199481e-09,0.0,,
xa.s12.00.mhz.1971-06-12HR00_evid00035,39059.471,2.3739062813903926,39313.358491,0.9908522219071544,0.08267080135817821,1.248070241365829e-07,39526.037736,-1.2680346556538752e-07,39526.641509,4.871805272019685e-23,4.879910689557388e-09,0.0,,
xa.s12.00.mhz.1971-09-25HR00_evid00042,32219.424,2.3739229988480193,24918.188679,1.0122664188986912,0.4280702474241527,2.2622723172229147e-09,32909.132075,-2.3972719917290307e-09,32674.113208,4.585636576443031e-23,1.603923424580666e-10,0.0,,
xa.s12.00.mhz.1971-10-18HR00_evid00043,11939.583,2.3743151911855596,59211.320755,1.0014448482619092,0.13803158036261298,2.045951954179575e-08,55918.943396,-1.9293855762599443e-08,55919.849057,6.62401161756689e-22,3.2088946466587074e-10,0.0,,
xa.s12.00.mhz.1971-10-20HR00_evid00044,65279.575,2.3743395954512105,77212.679245,1.0024893594745787,0.34275669458229335,4.321355341437348e-08,65719.396226,-4.323299976128052e-08,65720.0,-1.5823035828538524e-21,1.4537210542324747e-09,0.0,,
xa.s12.00.mhz.1971-10-31HR00_evid00045,19799.58,2.3743385970667332,51637.886792,1.0010594366984236,0.22235151461735508,6.400036051549546e-09,20825.358491,-6.390940041138826e-09,20628.528302,-5.663884956239657e-23,3.0150664106844e-10,0.0,,
xa.s12.00.mhz.1971-11-14HR00_evid00046,15419.398,2.3643295676207123,2916.830189,1.0033048770657917,0.292321553180935,2.8113154615230904e-09,15971.622642,-2.8446243269839313e-09,16545.207547,-3.115999373713083e-22,1.9903182270295444e-10,0.0,,
xa.s12.00.mhz.1972-01-04HR00_evid00049,23699.883,2.3726988035178995,83970.264151,0.9971145093371452,0.1822008735621004,4.325265569240927e-09,57476.679245,-4.935322021170386e-09,57476.075472,6.243103062598309e-23,2.2057767713030692e-10,0.0,,
xa.s12.00.mhz.1972-03-12HR00_evid00052,64799.583,2.3743395881753266,51163.471698,1.0038378825782528,0.3244359353005313,2.8039569304937276e-09,65351.09434,-2.885625290564511e-09,65101.283019,1.323575504096695e-20,1.7583894566786375e-10,0.0,,
xa.s12.00.mhz.1972-05-11HR00_evid00055,48899.424,2.3743396121801177,61330.716981,0.9941767677954982,0.8202008467785329,7.996784362558389e-09,49414.037736,-7.698893189884801e-09,49414.641509,4.6271711239563126e-23,3.4804350392745013e-10,0.0,,
xa.s12.00.mhz.1972-06-16HR00_evid00060,58259.884,2.3743311441898913,68809.660377,1.0030151969771006,0.3657568816941817,3.5932281797453406e-09,59202.264151,-3.600697013753903e-09,59202.867925,7.29491930635407e-21,1.9211683924685576e-10,0.0,,
xa.s12.00.mhz.1972-07-17HR00_evid00067,28199.816,2.3463277066179553,79296.301887,0.9939099154994155,0.05547917538024359,2.4019477337721765e-08,80055.849057,-2.6276967324537283e-08,79937.056604,7.601579300040009e-22,1.1257243333108247e-09,0.0,,
xa.s12.00.mhz.1972-07-17HR00_evid00068,78959.816,2.3463277066179553,79296.301887,0.9939099154994155,0.05547917538024359,2.4019477337721765e-08,80055.849057,-2.6276967324537283e-08,79937.056604,7.601579300040009e-22,1.1257243333108247e-09,0.0,,
xa.s12.00.mhz.1972-07-28HR00_evid00070,8579.864,2.374173959865194,80172.377358,0.9870959440005078,0.22872002410819173,3.5705135887037802e-09,9304.45283,-3.466566407143323e-09,9304.90566,5.529709766761113e-24,2.0103251520116501e-10,0.0,,
xa.s12.00.mhz.1972-07-31HR00_evid00071,65279.378,2.3312938569570276,65733.886792,0.9896083063426429,0.08886967157244506,9.062853445228836e-09,66243.169811,-8.878694864859114e-09,66142.188679,-3.138422088272722e-23,4.158129777275991e-10,0.0,,
xa.s12.00.mhz.1972-12-02HR00_evid00083,28679.561,2.369066255303987,668.075472,0.9961146180653465,0.10617173803006928,2.6871028379133064e-09,29423.245283,-2.9755258727636836e-09,29424.0,4.03265317663328e-23,2.328765235728243e-10,0.0,,
xa.s12.00.mhz.1972-12-03HR00_evid00084,9479.448,63903.50777187662,38024.603774,0.5458477154232021,420670.228088248,2.9305535339464996e-09,10228.981132,-2.818698317318056e-09,10180.679245,1.669960199845822e-20,2.031247682940666e-10,2401.056603773585,38024.603774,40425.660377
xa.s12.00.mhz.1973-01-18HR00_evid00088,82859.338,2.368738764722201,42080.150943,1.005512313327975,0.36348284666126884,1.922057638517759e-09,83429.132075,-2.0704626814607545e-09,83428.528302,-2.7067959333514877e-22,1.346555759875372e-10,0.0,,
xa.s12.00.mhz.1973-01-31HR00_evid00091,2639.405,1879.5256276924354,61336.45283,0.5540843970038813,81094.20750074802,1.9797488679398972e-09,3687.245283,-2.1479251542015876e-09,3686.641509,-1.5926470829757455e-21,1.262519986123582e-10,693.3584905660377,53254.339623,53284.226415
xa.s12.00.mhz.1973-03-01HR00_evid00093,26099.655,2.3722180185010258,50707.773585,1.0099346348300084,0.4560341181844849,1.792193330438033e-09,26404.075472,-1.7082931356132745e-09,26335.849057,1.5787593875493744e-22,1.4721899231087502e-10,0.0,,
xa.s12.00.mhz.1973-03-13HR00_evid00094,28859.528,2.374327012837242,46704.301887,0.9859193417180347,0.24819613330325513,7.86507231657558e-08,29223.245283,-7.796403194535333e-08,29222.641509,8.449646959895975e-22,2.171055007756835e-09,0.0,,
xa.s12.00.mhz.1973-03-24HR00_evid00097,69779.394,2.296794529502136,502.188679,0.9939908551589346,0.03395911375760822,4.163078660480098e-09,70565.132075,-4.2292915840399815e-09,70752.90566,5.064842577104965e-22,2.586554599760539e-10,0.0,,
xa.s12.00.mhz.1973-05-14HR00_evid00104,2639.603,2.373965844709594,5516.679245,0.9964489273649391,0.2997887979215223,5.1640253244705185e-09,2760.150943,-5.093725851670064e-09,2772.377358,-4.383507286632026e-22,1.6668808147001144e-10,0.0,,
xa.s12.00.mhz.1973-06-05HR00_evid00107,9479.7,2.374318040667238,517.283019,0.9909535646770979,0.667081263325305,3.549815565568886e-09,40459.018868,-3.3188090060256143e-09,40459.622642,1.7760558976646877e-22,1.4897202353681883e-10,0.0,,
xa.s12.00.mhz.1973-06-05HR00_evid00108,40199.7,2.374318040667238,517.283019,0.9909535646770979,0.667081263325305,3.549815565568886e-09,40459.018868,-3.3188090060256143e-09,40459.622642,1.7760558976646877e-22,1.4897202353681883e-10,0.0,,
xa.s12.00.mhz.1973-06-18HR00_evid00109,6119.868,2.3742518652917446,81527.698113,0.9908707385369359,0.287963186045303,1.6377190658218342e-09,6678.943396,-1.7587097898933135e-09,6679.54717,-1.104044918740105e-21,1.4156684529346938e-10,0.0,,
xa.s12.00.mhz.1973-06-27HR00_evid00112,66959.77,2.374339588303114,37226.867925,1.0056307525881314,0.23561256752466922,2.638788573527845e-09,68014.037736,-2.5388728487753e-09,67718.792453,6.4848295872069805e-21,1.885828083396938e-10,0.0,,
xa.s12.00.mhz.1973-07-03HR00_evid00113,65699.468,2.3743008828737113,477.433962,1.007949611571983,0.5825264858595731,3.804324324651979e-09,66875.169811,-3.6380187776851935e-09,66875.773585,2.3307690177185272e-21,1.7862027505728555e-10,0.0,,
xa.s12.00.mhz.1973-07-04HR00_evid00114,9959.456,2.3743394883391584,59321.207547,1.009798730255857,0.7500278632398603,2.3844734562429926e-09,10944.0,-2.3319309578378574e-09,10865.358491,2.2766542697676973e-21,1.2481659989100584e-10,0.0,,
xa.s12.00.mhz.1973-07-20HR00_evid00117,68519.692,2.3742079711490907,11867.471698,1.0042647202148516,0.2730177099682957,1.890115083515783e-09,68683.169811,-2.0377433424565312e-09,68738.867925,1.3876330492202415e-22,1.4897931462864138e-10,0.0,,
xa.s12.00.mhz.1973-07-28HR00_evid00120,3119.725,1077.185922552962,66938.566038,0.8665046426922522,9.14076858221451,1.0811826313511028e-08,3735.396226,-1.1137788152428425e-08,3313.358491,3.1766516998653424e-20,3.927679113019744e-10,378.9433962264151,55522.264151,55527.54717
xa.s12.00.mhz.1973-07-29HR00_evid00121,84659.738,2.3743294729281645,24662.641509,1.0102073240978497,0.7869173424432883,1.8326443766687357e-09,85009.358491,-1.881190560792037e-09,85009.962264,6.448114212936019e-22,8.129174198729895e-11,0.0,,
xa.s12.00.mhz.1973-08-21HR00_evid00127,44219.348,2.374311098112713,9212.075472,1.001315991329856,0.19750756198265423,5.3896719658171254e-09,44921.811321,-5.1173176839139385e-09,44922.415094,2.9657150149126924e-22,2.573569267251669e-10,0.0,,
xa.s12.00.mhz.1974-01-10HR00_evid00136,84059.771,2.367193448160102,50070.188679,0.997599273713026,0.11586569618945064,3.0184164744249988e-09,84643.018868,-2.8921807210415326e-09,84614.188679,1.4653658132772826e-22,1.836920693437812e-10,0.0,,
xa.s12.00.mhz.1974-02-07HR00_evid00137,22859.646,2.3743395475527556,51726.641509,0.8965813565211432,0.3112540260704447,8.05201955410136e-09,23313.358491,-8.393540803222742e-09,23312.754717,3.822160280864692e-21,2.9333178336478847e-10,0.0,,
xa.s12.00.mhz.1974-02-12HR00_evid00138,80999.6,2.374339404181369,7532.226415,0.991488893161327,0.062057666312900085,2.3921343742571924e-08,81322.716981,-2.2468861040879256e-08,81323.320755,2.4615542811131186e-21,4.743002649271328e-10,0.0,,
xa.s12.00.mhz.1974-03-25HR00_evid00140,61079.402,2.374339599643641,36546.716981,0.9933340750887626,0.4404197729139958,2.4792237900610904e-09,62009.509434,-2.4221254394975024e-09,62105.056604,2.27840483709309e-21,1.2478870260510974e-10,0.0,,
xa.s12.00.mhz.1974-04-08HR00_evid00141,31199.466,2.328570399573623,475.924528,0.9943784822968174,0.06506845499634883,2.1154690939875422e-09,32088.0,-2.2463946375173098e-09,32185.811321,-2.04534474097468e-22,1.835517025006853e-10,0.0,,
xa.s12.00.mhz.1974-04-19HR00_evid00142,66839.432,2.374285096663997,66827.773585,1.0080712683281088,0.6173975784072913,8.374988139613843e-09,66920.754717,-8.138256191383553e-09,67353.509434,-1.425356772775663e-21,3.601842994824115e-10,0.0,,
xa.s12.00.mhz.1974-04-26HR00_evid00144,33479.651,2.3743395683904973,29121.509434,0.9945619459720171,0.06853756373430792,2.8425148824671172e-09,33720.301887,-2.935631394817131e-09,33719.698113,3.204237472231373e-22,2.1602651801125226e-10,0.0,,
xa.s12.00.mhz.1974-04-27HR00_evid00145,51479.354,2.3142877831565456,487.698113,0.9960187745070508,0.051864573403238204,1.9886003188906955e-09,52310.188679,-2.1328963203090856e-09,52310.792453,-3.00606474462992e-22,2.1726870913606125e-10,0.0,,
xa.s12.00.mhz.1974-06-25HR00_evid00149,1379.476,2.2900184319294055,474.716981,0.9952410114728363,0.03591384242470679,1.3756070945264134e-09,2103.849057,-1.3613323602784812e-09,1996.075472,-1.7195536240059482e-22,2.2476518389259515e-10,0.0,,
xa.s12.00.mhz.1974-07-06HR00_evid00150,10619.807,2.3571342745878074,474.716981,0.995859435027359,0.13863364183230845,4.658262474103574e-09,11437.584906,-4.586952855854134e-09,11436.981132,2.2199824196693876e-22,2.4082014518189916e-10,0.0,,
xa.s12.00.mhz.1974-07-06HR00_evid00151,51239.807,2.3571342745878074,474.716981,0.995859435027359,0.13863364183230845,4.658262474103574e-09,11437.584906,-4.586952855854134e-09,11436.981132,2.2199824196693876e-22,2.4082014518189916e-10,0.0,,
xa.s12.00.mhz.1974-07-11HR00_evid00152,3119.641,2.374332715422601,24272.150943,0.9968443052601408,0.1671553193317147,5.685153966360947e-09,3735.54717,-5.269747141611462e-09,3628.830189,3.77387490048138e-21,2.473513902374091e-10,0.0,,
xa.s12.00.mhz.1974-07-17HR00_evid00153,43499.774,2.3305257808060738,475.924528,0.9938575210554094,0.0392234713609277,4.356298491934718e-09,44600.603774,-4.306975026233176e-09,44319.396226,2.1682665064097333e-22,2.7208539946066296e-10,0.0,,
xa.s12.00.mhz.1974-10-14HR00_evid00156,63779.004,2.374246479980548,1219.773585,1.0019386328463744,0.4580375597744065,5.891982138331869e-09,64182.943396,-6.044106511070603e-09,64491.471698,1.885967234283083e-23,2.3253065313270669e-10,0.0,,
xa.s12.00.mhz.1975-04-12HR00_evid00191,65699.813,2.3637142655996874,696.754717,0.9982407866341115,0.25868061632691103,5.288960225114455e-08,66322.566038,-4.998218698204139e-08,66220.377358,-1.1256882598773814e-20,1.8374387645486969e-09,0.0,,
xa.s12.00.mhz.1975-05-04HR00_evid00192,36299.543,2.3696453847669026,36504.754717,0.9890063954273918,0.03492078237144739,1.0345822303385396e-07,37448.301887,-1.0418727885170927e-07,37447.698113,3.310777274692312e-23,3.4375093324889742e-09,0.0,,
xa.s12.00.mhz.1975-06-24HR00_evid00196,57779.761,2.3739472429589474,723.924528,0.9989718802247328,0.17448184906632833,6.624309821182405e-09,57892.226415,-6.706437661224018e-09,57891.773585,-6.69117387573526e-21,1.9617812451406289e-10,0.0,,
xa.s12.00.mhz.1975-06-26HR00_evid00198,12239.458,2.3743303266284426,1351.849057,0.9972714086782924,0.2694089871706616,2.612858110702062e-09,13899.320755,-2.755083193380118e-09,13132.679245,-5.949508017626425e-22,1.9273078162005213e-10,0.0,,
